cell_som_cluster,CD3,CD4,CD8a,CD11b,CD14,CD16,CD20,CD44,CD45,CD45RO,CD68,CD107a,CD163,CD366,Pan-keratin,FOXP3,E-Cadherin,HLA-DR-DQ-DP,Beta-Catenin,B7-H4,Granzyme-B,Alpha-SMA,Vimentin,CD31,cell_meta_cluster,cell_meta_cluster_rename
99,0.2684399302818007,0.366348322535612,0.2561543084977509,0.3499553659462531,0.3063567264353434,0.2551306497695532,0.1554631115208309,0.2310023811673254,0.3338423365961513,0.2394680855895386,0.3127092484756662,0.220233576473499,0.238975231913418,0.324360701691503,0.1432819327404879,0.2444477964384926,0.1523870172750935,0.2294217731026189,0.2478372886964937,0.3091374859629754,0.3171055584081951,0.1364510494008946,0.2606064202145087,0.2630103878378764,9,Endothelial cell
100,0.2479170674432617,0.354218938846174,0.2457477211215953,0.3350155297223631,0.3175410582344358,0.270923392475697,0.1547969530391518,0.222525151798241,0.3161835280851596,0.228459086793357,0.3190555682543529,0.2326037910179139,0.2624608316012842,0.3290932344030576,0.1383864071553045,0.2269859806011423,0.1439751374927363,0.2362279134842348,0.2491789163833783,0.2905252956250346,0.3069695761262971,0.2028749486555209,0.2685148849922735,0.258339408840849,2,Fibroblast
101,0.2541614700940702,0.3298787110913813,0.2602352194543658,0.3783218756955863,0.2567654333592785,0.1375765671305594,0.1528669761668842,0.2282058083937233,0.2057080420325302,0.161395996876864,0.1667103020154414,0.2449245299301882,0.1028636535279554,0.334446357407855,0.3353459391690365,0.3076274029834707,0.5173926359360449,0.2405504831410502,0.4404951879182103,0.4527884960357494,0.2810736520092,0.062285935670727,0.1652911932631222,0.1821265870708257,6,Antigen presenting cell
102,0.2710647940071355,0.3330531541504656,0.2773469125694508,0.3696751275626893,0.2594610978790823,0.156878905430229,0.1634852589104729,0.2157671002602061,0.2318054976821103,0.2159623106647029,0.1773499073805572,0.2246770416291943,0.1241780319427608,0.3197408964477367,0.3111484855720283,0.3136425860824018,0.4493267189557262,0.2123859077193307,0.3999812929624036,0.4180887630700709,0.2837534617692599,0.0777977020653735,0.16357170344857,0.1995228691091234,6,Antigen presenting cell
103,0.2823540483792293,0.3216894507808507,0.2763970254321493,0.3388174488577022,0.2620716633031129,0.2020733193163397,0.2423789546995636,0.1944577374567791,0.257275267023951,0.2373490142086248,0.1832986117433122,0.1886605621331748,0.1706952121868467,0.2825980636240003,0.3499691765032758,0.3714529463701536,0.3586542613653553,0.1380004309483072,0.3297170160503143,0.3379693575853879,0.2582682051021631,0.0998836026572955,0.1456149747283889,0.2271744785093194,3,Cancer cell
104,0.2796403004442365,0.340925345036648,0.2522602766002168,0.3419456944933001,0.2979355426431562,0.2457612927026748,0.2092536832131854,0.2106630481383413,0.2834528718603296,0.2269597280388819,0.2215065633516769,0.2004902754172504,0.218774496266358,0.2948670277712004,0.2704099186440298,0.310956324425827,0.2641515206617382,0.1677244214847076,0.3013336119127615,0.3191470398293458,0.253312224595382,0.1138687442743471,0.1744706878391135,0.2266671090980161,3,Cancer cell
105,0.2256231409473636,0.3678846164244819,0.1856213703503461,0.3866376742551625,0.4190161159761659,0.4118638606263267,0.1052623679367205,0.202912866704716,0.26734448611083,0.1723930935659767,0.2853215932825279,0.2167784999778442,0.3182647179037899,0.3382818406824485,0.1889613296285453,0.2628039841099069,0.1865378331845752,0.2101581729710136,0.3403285818566405,0.3342738239293592,0.2509620426915325,0.0973974173007553,0.195463556337722,0.2244127613929451,1,B cell
106,0.2386465561014899,0.3706059818632806,0.2049460921596247,0.3698040482469787,0.3902709359784984,0.3680058305402529,0.1289486722877213,0.2161425869431915,0.2985063102343804,0.1978765892987655,0.297393952758314,0.2213522819490061,0.3089327878958447,0.3329578341574126,0.1724149748555558,0.249561205916831,0.1682444028891931,0.2301467096776022,0.3011746787559092,0.3137470508136054,0.2557280698716278,0.1088380971099321,0.2067375079989576,0.2280453557221474,1,B cell
107,0.2329111290616465,0.2954359167969047,0.1477652991672761,0.4695560495976086,0.3014796226758399,0.1880489065781682,0.0860751348296745,0.1985150732928893,0.1823896274923454,0.1112898276326488,0.2049402245604456,0.2566136652695976,0.1445941255726614,0.5888024346328891,0.1705206998157656,0.3074826446750257,0.1716925721975555,0.0743697306278363,0.4661329126256132,0.4231242829370785,0.4451238758689888,0.1251732171852676,0.3469869314008965,0.1990882488801305,1,B cell
108,0.2217360883067576,0.2797218882988379,0.1841794137477226,0.3947501107331964,0.278326968170475,0.1737650243892656,0.1117088560042153,0.1844783947965966,0.2006980878951353,0.1546217571547353,0.2162906312672542,0.2394025609005476,0.1420956890882787,0.4448544710582363,0.154456037831722,0.272454538242348,0.1452845866634758,0.0960180207104145,0.3803044751193057,0.3642908008674103,0.4581957271144203,0.2413350995181019,0.387883897601078,0.3666618318715917,1,B cell
109,0.2075279811207806,0.2559821572539115,0.2064030690328119,0.3319769651933528,0.2527262739687433,0.1498268974574483,0.1305060946516115,0.1680665733742605,0.2027016035391965,0.1858709288204676,0.2197141349565425,0.2317045896555913,0.133191426353884,0.3466730510433459,0.1317509742681989,0.2356672352391102,0.1102183328586672,0.1030428869973404,0.3201844367202133,0.3149748176980236,0.4827030061918787,0.3579888570124024,0.4359868072620955,0.5303402940443639,2,Fibroblast
110,0.2231534624585569,0.2776220374672611,0.2188232621997117,0.3375570832748437,0.2631292492659782,0.1689793956311543,0.139239930446287,0.1829979817927552,0.2286504594583503,0.2032757854480855,0.2248913865986683,0.2266580246668148,0.1503663547160937,0.3470946107407263,0.1423186669670018,0.2431898777688865,0.1304943791927999,0.1214628190807415,0.3101396391684754,0.3123139618897191,0.4416415191717872,0.3199651190547365,0.3918634961429266,0.4574157863217084,2,Fibroblast
111,0.2558071828852455,0.3400870464696605,0.2341230444759793,0.3350191059848079,0.2947180599919219,0.2310706302701422,0.1532719500614488,0.2162090651522783,0.3040776939705957,0.2451495187526198,0.2545698838380038,0.2142217178330745,0.2059049446990556,0.3267813235416687,0.1479682450118466,0.2455186098882658,0.1477422486805415,0.1942872772524394,0.2699731032156928,0.2953521616530933,0.3374776067936025,0.2090372634036246,0.2897620186532937,0.3479913966478813,2,Fibroblast
112,0.3147014369991884,0.4452129444102357,0.2361738618040452,0.3229333707843682,0.3236916702258804,0.295097359923458,0.1466561775193804,0.2545246568988379,0.4165626877836332,0.3190442302314324,0.2745859559115263,0.1979750625716548,0.24857449300566,0.3118642692226025,0.1337087343019402,0.2442986028266047,0.1429566951266618,0.2881937174053395,0.219613425715029,0.2675301741853328,0.2308963524354808,0.107981691626999,0.2002339952025355,0.239789498735521,6,Antigen presenting cell
113,0.3207063602266585,0.4292638524423931,0.2410481257825771,0.3270929559967241,0.3111657621540278,0.2705488856244682,0.1514635664859387,0.2435114156392075,0.3834619376043517,0.3008432210296463,0.2651782264025497,0.2023368699637787,0.2385223510117608,0.316588608552569,0.1491916828265022,0.2569474811849138,0.1642901327102631,0.247600544388183,0.2433334158181568,0.2806675401419817,0.2504041090710067,0.1264921810733532,0.2103305887358678,0.2338211235419138,6,Antigen presenting cell
114,0.2643608032555977,0.4131532092311347,0.2227010787385329,0.3308437223907745,0.3483622772580702,0.328044977182786,0.1539880257564926,0.2319136724707439,0.3680313592704058,0.2534294046745707,0.3524010574077996,0.2259844373182801,0.3074362328497215,0.3039702860959241,0.1350587062087177,0.249268125923133,0.1382126222964385,0.3234497313755,0.2213654292079786,0.2752971267890938,0.2252143213280132,0.0971979847754803,0.1946079510570026,0.2304690030974023,8,Macrophage
115,0.1867768759117217,0.4097565695441503,0.1859097939317977,0.3087918155220189,0.3839906642929853,0.3992560975822188,0.1462548126034418,0.2190325613888772,0.3638866703936558,0.218013010706886,0.5054938310730299,0.2755112203941525,0.404952138670669,0.2849135890404798,0.1038334142878256,0.1957396652139387,0.1013245515372033,0.4619696374523031,0.1772021036575,0.2554206843479474,0.1919144610469272,0.0740533351602724,0.1908092817637303,0.2160540869845935,8,Macrophage
116,0.2158836105201334,0.3853446928665397,0.2074996374172878,0.3281505438270968,0.3671923893188099,0.3566006558521565,0.149840123763892,0.2218288033389439,0.3383683351075987,0.21583243883106,0.4058708617858156,0.2506864867891349,0.3464237013857702,0.304864970757436,0.1351415895275522,0.221355683804513,0.1385320485559643,0.3571846213718116,0.2238301327048063,0.277213305885826,0.2288709969426441,0.1043352766295449,0.2062195877661072,0.224102710723982,8,Macrophage
117,0.2268204684101309,0.3747483405927891,0.2092193918980107,0.3354624999384175,0.3936939018869049,0.3643852814556753,0.1573278629000218,0.2239222075702436,0.331220762273227,0.2091227291857312,0.3543032964027053,0.2357982340138674,0.3585319728945,0.3117392245532406,0.1472815374276886,0.2260957897881149,0.1281830940413849,0.2859354712190582,0.2336932985282582,0.2750408873620077,0.2394908568800956,0.113861427261042,0.2089414607450459,0.2253766226354887,1,B cell
118,0.2902505539069683,0.3768925746106422,0.2581844340235693,0.3399422666044939,0.3275942344051888,0.289996018092022,0.1683986051661994,0.230203243726576,0.3355156608578228,0.2501245000103768,0.3028406964281656,0.2182124424001699,0.2786335003815753,0.3048269297953519,0.1656680901252225,0.2424437045987497,0.1805210838615943,0.2380509315339181,0.2497170443727152,0.2994609919880435,0.2569558264113691,0.1194380546028072,0.2014777449674338,0.2296701706573015,6,Antigen presenting cell
119,0.297220936996118,0.3561514689447095,0.3146740727062287,0.3255034246823745,0.2984864555028018,0.2613340698544023,0.1578410271024294,0.240749447273811,0.3663677845637904,0.269797789215157,0.3170144167875973,0.2218387179767254,0.2454071055118321,0.3138556733401484,0.1389006108740272,0.225750689395854,0.1528943187651691,0.2546754477611833,0.2339401323952141,0.2885604797093122,0.2917562063291314,0.1244281463041092,0.2465246208928893,0.2355597400750592,14,CD8 T cell
120,0.2866957385881724,0.3511796344881876,0.3193120675819975,0.3157830191395702,0.2986967301031377,0.2741878897923271,0.1558624586937451,0.2442286044703996,0.3668429161950809,0.2667513073364607,0.361470245158242,0.2335253826338121,0.2684185947458345,0.3069514495920342,0.1286098873969668,0.2100175668280167,0.1403632892761685,0.2809108584548876,0.2186232087244003,0.2843584999287044,0.2906081821627281,0.1166897170672227,0.2534180111840116,0.2244583857386684,14,CD8 T cell
121,0.2522653220509609,0.3277427618100912,0.2340289769445948,0.3769451489214349,0.2600998708692148,0.1355409707807315,0.1547757936395511,0.2504629268503315,0.191428753877639,0.1632652892500677,0.1628239821330641,0.2534255069096723,0.1053084900862698,0.3566452032174055,0.3315387525456737,0.3051209826781282,0.525427016389217,0.1053892839407883,0.4511136109144381,0.4471125938953852,0.2948725231368337,0.0720188358385916,0.2069400731500697,0.1926310788083401,3,Cancer cell
122,0.2604701779270379,0.3227170516130069,0.2479280237806738,0.3649473244844864,0.2552501521704283,0.1491349640719423,0.1847175055277999,0.2298044848090123,0.2041030234210185,0.1932747848746336,0.1615657888565756,0.2314225391878259,0.1165320254326571,0.331421125799516,0.3504190417994737,0.3382493973224248,0.4884516536721103,0.1096182343202526,0.4208476600848049,0.4191975430628098,0.2820913135575247,0.0725446932241881,0.1814143160156383,0.2045190181231526,3,Cancer cell
123,0.2795280472499177,0.3274998239317356,0.2786669814944908,0.3580824576315043,0.261144658445586,0.1809464846734764,0.201075859432846,0.2026897095426421,0.2397654155894278,0.2285082519370437,0.1769424730925314,0.2037121091972745,0.1494846193185585,0.3046271626439765,0.3316831915624997,0.3491150693987963,0.4076442254289984,0.1269993780265232,0.3702704954168372,0.3803111759577934,0.2761157274753569,0.0925139768926828,0.15827389822331,0.2157543195054231,3,Cancer cell
124,0.2609537111383593,0.3371357261658089,0.2259081552932376,0.3526144905481366,0.3319918614789919,0.2861133781490679,0.1512402641406304,0.2004965329542721,0.2652098491985763,0.1891978193329829,0.2348662952686652,0.2091543901071957,0.2516566402765055,0.3144729057235247,0.2140987855955126,0.2536444212660603,0.2300073678893809,0.1608678523334315,0.3712195430938835,0.3217189584996198,0.2531085546330101,0.1159998331601867,0.1829961820422817,0.2030940328314263,1,B cell
125,0.2373190904083027,0.3436350246664273,0.2016752849343677,0.3807441303815236,0.3542109675211698,0.3038334079638681,0.1242462734706525,0.2184498871971,0.2734592241211767,0.1859475908766428,0.2736419502869552,0.2216118587501954,0.2464724482114467,0.3615455899162458,0.1770800846874758,0.2603977126957838,0.1664547888498017,0.1762702756202269,0.310005917306876,0.3317050592203078,0.3403701990503781,0.136870295405121,0.2896265508995364,0.2436466844746599,1,B cell
126,0.2436174031238769,0.3105362278814022,0.1821384793681205,0.4224822794387627,0.3015166700938421,0.2050466947322044,0.1145405054825457,0.2149900530107974,0.2247262824813496,0.1515202832659598,0.2247238722448477,0.2390894632000997,0.165021475618217,0.4847547621583804,0.1736724455066282,0.2865464753378396,0.1694826142955516,0.1058663471678748,0.3826742445098121,0.3745389482521374,0.4156742944827886,0.1482617448189756,0.3434932653631529,0.2234102306626024,1,B cell
127,0.2394990273381115,0.2901414051916039,0.1897918159802887,0.348231125241045,0.3397551762436217,0.2538194650702935,0.2047347537853773,0.3851508881987481,0.2689885704243105,0.1462706669849685,0.2332099150887837,0.2976478293476575,0.2434020197738647,0.5697417527810121,0.13410328742388,0.2098479704041311,0.1085866984781915,0.1065136808921579,0.2684809349772498,0.2513135414074108,0.2941315396742358,0.1170306177239708,0.315614064299278,0.1897638197959853,1,B cell
128,0.2438387505640933,0.2991241333210694,0.2276007525289902,0.3546793135777277,0.275749573106095,0.1889355541759374,0.1460840184813895,0.207774388818871,0.2479867853302294,0.2007797997151403,0.2219663864180919,0.2229892638258283,0.1648030704909018,0.3652687998114938,0.1697998198169674,0.2587699210530442,0.1760040980509359,0.1315025877039052,0.3187405392386655,0.3238221692380271,0.3881237776205877,0.2351586058662164,0.329916195715156,0.3385255671528708,2,Fibroblast
129,0.2055040441994199,0.2604644633810657,0.1956133170004787,0.3641047868446231,0.2512272443880031,0.143143437868542,0.1332437927527578,0.1818061667218136,0.2046153661410047,0.1696367752864071,0.2052272439317405,0.2376639073904034,0.119475937906691,0.4003101616037675,0.1256183543414573,0.2508514204971889,0.1051592846893545,0.0940710630189726,0.3199918085496042,0.311539411503782,0.4829161918313796,0.4217203151948639,0.4423493745672653,0.4198482160479602,2,Fibroblast
130,0.2270695629135278,0.2872577885470199,0.2179872631292325,0.355625792046251,0.2677472053409413,0.1727657576977705,0.1414943900691443,0.1940550225069095,0.2377684356915681,0.1952828281650844,0.2192119137008846,0.2302872854008324,0.1501029270740189,0.3775647578553393,0.139538227284814,0.2510436615660192,0.1307331975789863,0.1224172225729208,0.3075581381062181,0.3087848684069197,0.4292972499182308,0.3505678616249719,0.3840746276638956,0.3738362115012748,2,Fibroblast
131,0.2416151831829123,0.3376621679249731,0.2201352263459637,0.3622898553341366,0.3043970315131297,0.2360451591285964,0.1474118583348359,0.2222867970759903,0.2974246861834893,0.2133767096578179,0.2540337631789373,0.2245822193314361,0.2032723896377093,0.3707868217168159,0.1349081052640805,0.2495817983429627,0.1279506171620223,0.1897849665897441,0.2709472658365079,0.2948360090251647,0.3514335139862901,0.267414525168569,0.3136085673924877,0.2819169081486928,2,Fibroblast
132,0.321416794313632,0.4272106076325941,0.2468062885685138,0.3148279410839987,0.2883066537813039,0.2505649146711911,0.1457037422824523,0.2450622841081063,0.3868151905006784,0.3114741477094809,0.2962607142159085,0.2121342419699791,0.2307588554038904,0.3152478826426497,0.1397164017130048,0.2454516330841197,0.1586787902884011,0.2545527618798298,0.2347510818382662,0.2824517424730794,0.2743481980272636,0.1306507625858079,0.237561121884007,0.2299935276232969,4,Memory CD4 T cell
133,0.3519261592965302,0.4715321277681226,0.2347103934087008,0.3106941342299754,0.2969618772111053,0.2605266938137059,0.1425957213471075,0.2550764802032392,0.4293966086180797,0.350912881791699,0.2494045098233379,0.1918514142183042,0.2190102953134817,0.3147931379487413,0.1373941986876327,0.2573167481732782,0.1549666074841881,0.2623635195799256,0.2284353714908706,0.2662310423392813,0.2369515030074371,0.1171605359680196,0.2061591194629567,0.2307631822697872,6,Antigen presenting cell
134,0.3712046417511527,0.4801157584426177,0.2311471588716012,0.3012362739043859,0.272808065126539,0.229548024872886,0.1402938479622821,0.2503950111623266,0.422211543568889,0.363738630188813,0.2448360765009817,0.1949776615108658,0.2005367440082905,0.3177519517698057,0.1426968573736987,0.2673392487000616,0.1670982899027992,0.2391314355751864,0.2397147913661064,0.2692668696047287,0.2511213394258521,0.131417843936182,0.2193673252233973,0.2219558640511042,4,Memory CD4 T cell
135,0.3639602832414914,0.4907547925241194,0.2206513763606021,0.2929332980055638,0.2781616039555615,0.2437580785415727,0.1378239386237392,0.2467482143246048,0.4276282279459087,0.3613401915956313,0.2770870521700411,0.204257428329683,0.2215145299377274,0.3112184515866467,0.1363105557107199,0.2627688820772429,0.1616143445137421,0.2745567820490561,0.2300679582973198,0.2628703729893877,0.2349830296544665,0.1197326497357673,0.2110972462714943,0.2121775285762315,4,Memory CD4 T cell
136,0.3199025071403386,0.4514635315911644,0.2266041353749194,0.3103326677792292,0.3072589495330792,0.2771412351945828,0.1447199150859348,0.2418336276839291,0.4009561572149597,0.3150096775319426,0.3045820246151411,0.2131420057653047,0.2539346501549515,0.3111079057749718,0.135700559820029,0.2518143238005761,0.1512322425049399,0.2891876635868035,0.2281627951730121,0.2692510365306584,0.237388328602644,0.1153090255042577,0.2098211613541817,0.2227108096016643,4,Memory CD4 T cell
137,0.2802111856983747,0.3697296581003733,0.2986879344369933,0.3203677473887957,0.3265088214481187,0.3028818192267231,0.1574307104590607,0.2407133648608534,0.3819416537188442,0.2659660140797831,0.3425218368411583,0.2272394319944753,0.2826179654952824,0.3069832308940003,0.1299576696492274,0.2193145907025542,0.1376738273335891,0.3077919644746188,0.2182796749709724,0.2720865225207132,0.2516337231274284,0.1041417594343107,0.2187070683671311,0.2306043321396989,8,Macrophage
138,0.3206035746034303,0.3494460265251163,0.3408180522195805,0.3297369488696249,0.3011005508609804,0.254674628713576,0.1666963532896408,0.2391140811347117,0.3715396203099604,0.2746243086582187,0.2611995467380625,0.206766281054335,0.2295479459384279,0.3167365310613843,0.1533640959627829,0.2380897907101874,0.1724774648886126,0.2199821993284458,0.2506574059243566,0.2864353555701048,0.2765018725715262,0.1333200104058675,0.2223558308944452,0.2393403965116688,14,CD8 T cell
139,0.3175780500507082,0.3539463736020166,0.3553250029024138,0.3155587922246174,0.2991453644799424,0.2683984637372587,0.1591747797989726,0.2500483165132253,0.3976521140183853,0.2903348927438762,0.3037360848971658,0.2146177375716041,0.2425291473230104,0.3094172416900479,0.1315787547131781,0.2189820529367601,0.1456927831326148,0.2717560026352104,0.2227303533493438,0.274152378492341,0.2707956525201828,0.1100062766723071,0.2313746028476245,0.2303625086789317,14,CD8 T cell
140,0.321132736338116,0.3373317359487118,0.3744729336966852,0.3113164015062755,0.2834510719785481,0.2497139893218973,0.1599320209657374,0.2469090739899049,0.3862143966473743,0.2855926876660929,0.3137626783041618,0.2210448837482059,0.2350436142791059,0.3103888642648169,0.1331081033120622,0.2155733743296323,0.1516034236982521,0.25706104541705,0.2278535118076083,0.2799053580979125,0.2907007113875761,0.1189858587155138,0.2485119438723999,0.2254602541829134,14,CD8 T cell
141,0.2416518620193517,0.3248789807821203,0.2203063006909182,0.3824834745299904,0.2550230916457852,0.1166481140905876,0.1498267051078312,0.2600527449158797,0.1668248206768781,0.1364025487186566,0.1495485480872196,0.2685805403927075,0.0840457903053334,0.3693157721877951,0.3562216533365978,0.3076049253615061,0.5911549990460452,0.0908630915167756,0.4879715731709119,0.4737498465236932,0.2914442319115174,0.054384222706797,0.2084884468843358,0.1793185495505472,3,Cancer cell
142,0.275917764946313,0.3377304748813968,0.2714221655102963,0.3819926502301839,0.2603873418266715,0.1349292646253784,0.1633723627249713,0.2348869059983224,0.2119463353406169,0.2017793563081893,0.1607205341655948,0.2359709077385888,0.1053084141771977,0.3439143606769185,0.3166560197410924,0.3128612154373912,0.4980365022739693,0.0962701109604384,0.4315992283283391,0.4379456294383416,0.2993186998016913,0.063215717025746,0.1815000433263009,0.1996366437191517,3,Cancer cell
143,0.2896216471382497,0.3450066308635836,0.2887947569673263,0.3769117609259622,0.2701014489941341,0.1648980117603255,0.1680148895965668,0.2238969503955135,0.2445589189013722,0.2277196987829995,0.1811913782718613,0.220885714713251,0.1399333328728111,0.3264969093464221,0.2880893252704719,0.3033236998982351,0.4301670232627585,0.1142386139381909,0.3887290895667793,0.4046902109830607,0.292586737417513,0.0852304488841433,0.172558002689252,0.2063962020898111,3,Cancer cell
144,0.2620089854733607,0.3298711845218177,0.2444831808639746,0.3737288979788315,0.272066859306093,0.1688395336680509,0.153589116486583,0.2360813642409878,0.237683148171977,0.1908483599433056,0.1960990394653502,0.2310512751020485,0.139018977984447,0.3537039615115411,0.2625857510812901,0.2907590355242331,0.3697975116078222,0.1236275486508398,0.3790856515836587,0.3936363114428476,0.3315403955679183,0.1190201353972096,0.2477289630524118,0.2311491257748001,3,Cancer cell
145,0.2482212999566084,0.3441254892357202,0.2319915006193284,0.3502862425944643,0.3107614957176342,0.2572202148220344,0.1486867490121295,0.2345279515259087,0.3060952025517519,0.2225038867540088,0.3156909027326119,0.2313557937001518,0.2388272155298428,0.3402043179809098,0.1558840069217986,0.2352639724104856,0.1539805705909631,0.215847500740469,0.25822330701722,0.3091398456215256,0.3455411986870143,0.1512360507276443,0.3024356659675879,0.2466577333270898,17,NK/CD8
146,0.2739836420580199,0.3393482485104306,0.2266350700626546,0.3667078228706788,0.312490418871812,0.2427935422015851,0.1741593546321432,0.2515134223205749,0.2812936306388391,0.1947832908184898,0.2470453026196988,0.2237352668337222,0.2225458178362659,0.3918681098361249,0.1719851478787576,0.2457900064051767,0.1496922765593245,0.1396325327408633,0.2786558001309962,0.2994069182957186,0.326822629635463,0.1365172983246318,0.2834345692919155,0.2267136219572837,1,B cell
147,0.2384071466325504,0.2987717309731058,0.1951811664472619,0.359838970155348,0.3186963703003304,0.2307682173382804,0.1699046608488738,0.3219113280732339,0.2659828733055392,0.1666165080439435,0.2481754010276713,0.2643287028252595,0.2069048394640165,0.4834073692444628,0.1565114000837495,0.2289398535264326,0.1327975304651519,0.1173204743606702,0.2783498373515571,0.2919644370598047,0.3712583929872727,0.1367125278494007,0.3653714170692753,0.2180884823768661,1,B cell
148,0.237546312379856,0.2969462976714169,0.2028457693302273,0.35835187244227,0.3032780806996907,0.2166741748051667,0.1706355535083892,0.2806726769102896,0.2554413425968031,0.1674578033411347,0.2254723818551825,0.2582968364017315,0.1988076782005337,0.4536170990781328,0.1469440694688234,0.2366004011678176,0.1330281770438869,0.1184255734250933,0.2944739615455606,0.2858235616883869,0.3462570932197751,0.2397843315173028,0.328533552870883,0.2389923584941176,1,B cell
149,0.221368764422306,0.2736946016812982,0.1985072282942403,0.3595176238364592,0.2657201238958532,0.1622020210144735,0.1565215614562031,0.2246461035134169,0.2212815110222632,0.1609574835608904,0.1941579326019268,0.2581493803704268,0.1446415416877399,0.4297796567092671,0.1282380427599832,0.2466365494594518,0.1151782255271869,0.0986359393433327,0.3270180024492676,0.2855552943642381,0.3944633496451671,0.487254353601084,0.3781300049472259,0.2945360996604924,2,Fibroblast
150,0.2012744787091812,0.2630372097844939,0.1821867300276927,0.3984229649237132,0.2493035263220857,0.1350241858078897,0.1359150937477425,0.1953447256918273,0.2037973784393116,0.1466788420544852,0.1894389993739521,0.2446034567439333,0.104285256733439,0.4579131348029328,0.1174049076608461,0.2661138406444255,0.0966841381170417,0.0829275561687709,0.3214740428890042,0.308249253796395,0.4858476506070151,0.4915485647616205,0.4522787298255465,0.3127026753732502,2,Fibroblast
151,0.2993019563138364,0.3682721429933528,0.2172266154912703,0.3466704820503855,0.2534846977829762,0.1682165292651606,0.1398490680714715,0.2239553457729487,0.310726689566742,0.2602600257336571,0.1993593929363397,0.2164256483120672,0.1389064087284546,0.3874947002517267,0.1379820514600307,0.2707553803655389,0.1420489089880969,0.1382547230319449,0.290529581642232,0.2917385010350757,0.3733600393260943,0.3125141964515889,0.337869563922976,0.2701739393275529,2,Fibroblast
152,0.3583932597379445,0.4501791439313626,0.2501563644342957,0.3137545026710596,0.2798677144920397,0.2318032435634036,0.1459685296002985,0.2478887796847467,0.4060874361353675,0.339516218097176,0.2361468546783414,0.1941792787413775,0.1990854158814586,0.3203455538893375,0.1488390067990499,0.264770996849046,0.1725911817839698,0.2262263620798774,0.2481129114296808,0.2777588758214692,0.2616865088207794,0.1358255092289466,0.2218154472538371,0.2309069283045581,4,Memory CD4 T cell
153,0.388262052794074,0.4950356886173903,0.2348166892930241,0.2999518033941773,0.2714017967513349,0.2272231945250597,0.1388836309236655,0.2558911776077834,0.4416345732435971,0.3817379127632821,0.2222644807109918,0.1851892715337331,0.1890354076158583,0.3178777483087047,0.1416199785292748,0.2701317808200135,0.1669095460565353,0.2358126418682175,0.2374256448953933,0.2652438644248202,0.2431596380037743,0.1265213987716002,0.2117725023253501,0.2227608112534611,4,Memory CD4 T cell
154,0.4187932052579096,0.5183218106454321,0.2321990606171285,0.2894417482440171,0.2497568426224806,0.200164025897317,0.1353868993842808,0.2572975332328051,0.4539883780202181,0.4095693643764989,0.2027814244100092,0.1800675131972113,0.1655727872847321,0.3197480265582991,0.1442284709569023,0.2796784187479669,0.1761692464301639,0.217057271430289,0.2432944066393483,0.2634553157259664,0.2467275409412865,0.1324590861887752,0.2158376786662566,0.2148002627098933,4,Memory CD4 T cell
155,0.4518775334345055,0.5426876051554061,0.2296589754728454,0.2784563022692255,0.2261530615700149,0.1704211769005016,0.1310728180006004,0.2584011774578956,0.4669587501432563,0.4400869008709426,0.1792950323810427,0.1742276138194927,0.1385373850976943,0.322136890267347,0.148179849844255,0.2908108468875423,0.1881417181746156,0.1962137878176032,0.2508457155281743,0.2621774454698846,0.2507054695425145,0.1393437568555937,0.2199636391396856,0.2063055209629888,4,Memory CD4 T cell
156,0.4413731951515773,0.5093377884377847,0.264902957896137,0.2821581571626208,0.2306794535435169,0.1759608338341748,0.1366894434891732,0.2579042844875551,0.4608214403899987,0.4227555831753317,0.1877614246078602,0.1778677439080579,0.1442644657037499,0.3209346357905879,0.1466801664864014,0.2805578799273641,0.1849764315316782,0.2003776308064953,0.2491124157099278,0.2636167458633939,0.2566610830220948,0.1353715017357704,0.2227963961477269,0.2098253791571002,4,Memory CD4 T cell
157,0.349499958251704,0.410006756336087,0.3134438655269111,0.3131693474349054,0.2913697241412087,0.2527943147167051,0.1526421816779095,0.2534878751737325,0.4209835852119165,0.3285791010285461,0.2558822197131652,0.1970918160042755,0.2152047123993781,0.3137356062097826,0.1362869086947884,0.2426826412327032,0.154483912905854,0.2548390808193524,0.2296154073829116,0.27022787278789,0.2555948951789354,0.113290085021593,0.2168494147682591,0.2329338201092371,14,CD8 T cell
158,0.3118915775103255,0.3758779143947486,0.328580447331074,0.3219043319658345,0.3203814441381906,0.2929494077529864,0.1582705381332851,0.2540849789801279,0.4110193198143572,0.2951595566921852,0.2872736990188907,0.2055774137594707,0.2517204209935663,0.3090957201239211,0.1306163717573193,0.2238006803824575,0.1394412581699337,0.2875852444058622,0.2172974084772791,0.267285969871982,0.2448841476058174,0.101665887078838,0.2089067316402094,0.2378063706178133,14,CD8 T cell
159,0.3410783912951935,0.3451919752164099,0.3964861133019011,0.3111956384075953,0.2951966851775942,0.2610512506542571,0.1633791799027915,0.2537644819361084,0.4164678044456261,0.3036148341858956,0.2711191123091799,0.2053942467579718,0.2265792935170088,0.3105157402701526,0.1328745775244286,0.2210177206735861,0.1494380748703734,0.263956706698213,0.2253856779482161,0.2664106657796756,0.2605991696640032,0.106518759912138,0.220398526510799,0.2293038274500627,14,CD8 T cell
